ppm,values
6.119,44.492
6.1191,44.038
6.1192,43.627
6.1193,43.262
6.1194,42.933
6.1195,42.611
6.1196,42.262
6.1197,41.855
6.1198,41.375
6.1199,40.817
6.12,40.187
6.1201,39.503
6.1202,38.785
6.1203,38.054
6.1204,37.333
6.1205,36.644
6.1206,36.011
6.1207,35.453
6.1208,34.971
6.1209,34.55
6.121,34.16
6.1211,33.763
6.1212,33.324
6.1213,32.817
6.1213,32.235
6.1214,31.595
6.1215,30.933
6.1216,30.285
6.1217,29.674
6.1218,29.1
6.1219,28.551
6.122,28.02
6.1221,27.509
6.1222,27.036
6.1223,26.617
6.1224,26.259
6.1225,25.956
6.1226,25.686
6.1227,25.423
6.1228,25.144
6.1229,24.832
6.123,24.47
6.1231,24.047
6.1232,23.563
6.1233,23.029
6.1234,22.48
6.1235,21.957
6.1236,21.502
6.1237,21.141
6.1238,20.879
6.1239,20.703
6.124,20.593
6.1241,20.525
6.1242,20.479
6.1243,20.427
6.1244,20.338
6.1245,20.185
6.1246,19.956
6.1247,19.662
6.1248,19.335
6.1249,19.018
6.125,18.758
6.1251,18.592
6.1252,18.539
6.1253,18.596
6.1254,18.734
6.1255,18.907
6.1256,19.067
6.1257,19.171
6.1258,19.194
6.1259,19.133
6.126,19.005
6.1261,18.842
6.1262,18.683
6.1263,18.56
6.1264,18.489
6.1265,18.465
6.1266,18.468
6.1267,18.466
6.1268,18.436
6.1269,18.372
6.127,18.282
6.1271,18.179
6.1272,18.059
6.1273,17.903
6.1274,17.691
6.1275,17.414
6.1276,17.082
6.1277,16.722
6.1278,16.369
6.1279,16.058
6.128,15.815
6.1281,15.652
6.1282,15.558
6.1283,15.511
6.1284,15.482
6.1285,15.45
6.1286,15.415
6.1287,15.389
6.1288,15.391
6.1289,15.427
6.129,15.488
6.1291,15.55
6.1292,15.59
6.1293,15.597
6.1294,15.567
6.1295,15.505
6.1296,15.411
6.1297,15.285
6.1298,15.134
6.1299,14.969
6.13,14.806
6.1301,14.656
6.1302,14.517
6.1303,14.379
6.1304,14.229
6.1305,14.052
6.1306,13.839
6.1307,13.589
6.1308,13.318
6.1309,13.049
6.131,12.808
6.1311,12.614
6.1312,12.48
6.1313,12.413
6.1314,12.403
6.1315,12.427
6.1316,12.447
6.1317,12.428
6.1318,12.349
6.1319,12.214
6.132,12.05
6.1321,11.889
6.1322,11.763
6.1323,11.686
6.1324,11.659
6.1325,11.665
6.1326,11.671
6.1327,11.644
6.1328,11.558
6.1329,11.407
6.133,11.208
6.1331,10.994
6.1332,10.801
6.1333,10.649
6.1334,10.533
6.1335,10.427
6.1335,10.285
6.1336,10.064
6.1337,9.7355
6.1338,9.2951
6.1339,8.7668
6.134,8.1994
6.1341,7.6558
6.1342,7.1938
6.1343,6.8481
6.1344,6.6244
6.1345,6.5089
6.1346,6.4811
6.1347,6.5186
6.1348,6.597
6.1349,6.6914
6.135,6.7868
6.1351,6.8849
6.1352,7.0002
6.1353,7.1437
6.1354,7.3077
6.1355,7.4616
6.1356,7.5643
6.1357,7.5842
6.1358,7.5173
6.1359,7.3895
6.136,7.2437
6.1361,7.12
6.1362,7.0412
6.1363,7.0097
6.1364,7.0153
6.1365,7.0435
6.1366,7.0794
6.1367,7.105
6.1368,7.0981
6.1369,7.0349
6.137,6.8937
6.1371,6.6636
6.1372,6.3529
6.1373,5.9927
6.1374,5.6273
6.1375,5.2963
6.1376,5.0191
6.1377,4.7918
6.1378,4.5961
6.1379,4.4126
6.138,4.2322
6.1381,4.0613
6.1382,3.9223
6.1383,3.8496
6.1384,3.8782
6.1385,4.0285
6.1386,4.2979
6.1387,4.665
6.1388,5.1018
6.1389,5.588
6.139,6.1143
6.1391,6.6742
6.1392,7.2521
6.1393,7.8203
6.1394,8.3481
6.1395,8.8134
6.1396,9.2057
6.1397,9.5212
6.1398,9.7537
6.1399,9.8947
6.14,9.9389
6.1401,9.8893
6.1402,9.7555
6.1403,9.5479
6.1404,9.2755
6.1405,8.9485
6.1406,8.5821
6.1407,8.1955
6.1408,7.8077
6.1409,7.4329
6.141,7.084
6.1411,6.7783
6.1412,6.5413
6.1413,6.4003
6.1414,6.3702
6.1415,6.4404
6.1416,6.5749
6.1417,6.7279
6.1418,6.8639
6.1419,6.9714
6.142,7.065
6.1421,7.1766
6.1422,7.3402
6.1423,7.5758
6.1424,7.8798
6.1425,8.2236
6.1426,8.5614
6.1427,8.8393
6.1428,9.0088
6.1429,9.0404
6.143,8.9326
6.1431,8.7112
6.1432,8.4165
6.1433,8.0899
6.1434,7.7634
6.1435,7.4542
6.1436,7.1633
6.1437,6.8762
6.1438,6.5696
6.1439,6.2201
6.144,5.8134
6.1441,5.3508
6.1442,4.8518
6.1443,4.3526
6.1444,3.8987
6.1445,3.5337
6.1446,3.2917
6.1447,3.1909
6.1448,3.2299
6.1449,3.388
6.145,3.6293
6.1451,3.9117
6.1452,4.1977
6.1453,4.4618
6.1454,4.6937
6.1455,4.8972
6.1456,5.0862
6.1457,5.2774
6.1457,5.4826
6.1458,5.704
6.1459,5.9355
6.146,6.1652
6.1461,6.3782
6.1462,6.561
6.1463,6.7073
6.1464,6.8226
6.1465,6.9225
6.1466,7.0255
6.1467,7.1429
6.1468,7.2719
6.1469,7.3962
6.147,7.4943
6.1471,7.5495
6.1472,7.5589
6.1473,7.5328
6.1474,7.4867
6.1475,7.4317
6.1476,7.3709
6.1477,7.2991
6.1478,7.2074
6.1479,7.0909
6.148,6.9535
6.1481,6.807
6.1482,6.6666
6.1483,6.5467
6.1484,6.4569
6.1485,6.399
6.1486,6.3689
6.1487,6.3625
6.1488,6.3792
6.1489,6.4194
6.149,6.4785
6.1491,6.5441
6.1492,6.5992
6.1493,6.6292
6.1494,6.6245
6.1495,6.5797
6.1496,6.4942
6.1497,6.3747
6.1498,6.2344
6.1499,6.087
6.15,5.9381
6.1501,5.782
6.1502,5.6044
6.1503,5.3866
6.1504,5.1129
6.1505,4.7767
6.1506,4.3828
6.1507,3.9424
6.1508,3.4671
6.1509,2.9669
6.151,2.4536
6.1511,1.9443
6.1512,1.4599
6.1513,1.0208
6.1514,0.6462
6.1515,0.35664
6.1516,0.1741
6.1517,0.11573
6.1518,0.18657
6.1519,0.3786
6.152,0.67668
6.1521,1.0636
6.1522,1.5167
6.1523,1.9998
6.1524,2.4615
6.1525,2.8477
6.1526,3.1199
6.1527,3.2665
6.1528,3.304
6.1529,3.2702
6.153,3.2151
6.1531,3.1858
6.1532,3.2105
6.1533,3.2871
6.1534,3.385
6.1535,3.458
6.1536,3.4628
6.1537,3.3749
6.1538,3.1986
6.1539,2.9639
6.154,2.7119
6.1541,2.4795
6.1542,2.2927
6.1543,2.1686
6.1544,2.1173
6.1545,2.1404
6.1546,2.229
6.1547,2.3626
6.1548,2.5095
6.1549,2.6335
6.155,2.7063
6.1551,2.7204
6.1552,2.693
6.1553,2.6577
6.1554,2.6458
6.1555,2.6707
6.1556,2.7247
6.1557,2.789
6.1558,2.8454
6.1559,2.8839
6.156,2.9042
6.1561,2.9141
6.1562,2.9235
6.1563,2.9355
6.1564,2.9374
6.1565,2.9019
6.1566,2.8009
6.1567,2.622
6.1568,2.3777
6.1569,2.1022
6.157,1.842
6.1571,1.6402
6.1572,1.5256
6.1573,1.5082
6.1574,1.583
6.1575,1.7361
6.1576,1.9494
6.1577,2.2028
6.1578,2.4718
6.1579,2.7259
6.1579,2.9321
6.158,3.0668
6.1581,3.126
6.1582,3.1254
6.1583,3.0903
6.1584,3.0431
6.1585,2.9992
6.1586,2.9672
6.1587,2.9489
6.1588,2.9373
6.1589,2.9184
6.159,2.8782
6.1591,2.8125
6.1592,2.728
6.1593,2.6379
6.1594,2.5552
6.1595,2.4894
6.1596,2.4447
6.1597,2.4194
6.1598,2.4056
6.1599,2.3902
6.16,2.3587
6.1601,2.2978
6.1602,2.1957
6.1603,2.0397
6.1604,1.8155
6.1605,1.5085
6.1606,1.1071
6.1607,0.61152
6.1608,0.044909
6.1609,-0.54176
6.161,-1.0769
6.1611,-1.4858
6.1612,-1.71
6.1613,-1.7209
6.1614,-1.5236
6.1615,-1.1532
6.1616,-0.66663
6.1617,-0.13103
6.1618,0.38718
6.1619,0.82836
6.162,1.1415
6.1621,1.2874
6.1622,1.2474
6.1623,1.0345
6.1624,0.69548
6.1625,0.30013
6.1626,-0.079513
6.1627,-0.38709
6.1628,-0.58934
6.1629,-0.67337
6.163,-0.6407
6.1631,-0.50381
6.1632,-0.2849
6.1633,-0.012838
6.1634,0.28444
6.1635,0.58982
6.1636,0.90092
6.1637,1.223
6.1638,1.5565
6.1639,1.8888
6.164,2.1948
6.1641,2.443
6.1642,2.6027
6.1643,2.6519
6.1644,2.5839
6.1645,2.4124
6.1646,2.1701
6.1647,1.8976
6.1648,1.6283
6.1649,1.3786
6.165,1.1478
6.1651,0.92512
6.1652,0.69718
6.1653,0.45456
6.1654,0.1995
6.1655,-0.047969
6.1656,-0.25259
6.1657,-0.37682
6.1658,-0.39597
6.1659,-0.30471
6.166,-0.1123
6.1661,0.16562
6.1662,0.51062
6.1663,0.90079
6.1664,1.3113
6.1665,1.7188
6.1666,2.1089
6.1667,2.4797
6.1668,2.836
6.1669,3.1771
6.167,3.489
6.1671,3.7466
6.1672,3.9244
6.1673,4.0079
6.1674,3.9979
6.1675,3.9096
6.1676,3.7665
6.1677,3.59
6.1678,3.3904
6.1679,3.1643
6.168,2.9021
6.1681,2.6011
6.1682,2.2764
6.1683,1.9616
6.1684,1.6975
6.1685,1.5157
6.1686,1.4237
6.1687,1.4
6.1688,1.4012
6.1689,1.3773
6.169,1.2885
6.1691,1.1145
6.1692,0.85476
6.1693,0.52098
6.1694,0.13002
6.1695,-0.29927
6.1696,-0.74574
6.1697,-1.1839
6.1698,-1.5815
6.1699,-1.9003
6.17,-2.1045
6.17,-2.1739
6.1701,-2.1127
6.1702,-1.9483
6.1703,-1.719
6.1704,-1.4594
6.1705,-1.1918
6.1706,-0.92746
6.1707,-0.67332
6.1708,-0.4399
6.1709,-0.24145
6.171,-0.088581
6.1711,0.019353
6.1712,0.093794
6.1713,0.14892
6.1714,0.19201
6.1715,0.21881
6.1716,0.2174
6.1717,0.17841
6.1718,0.10475
6.1719,0.014055
6.172,-0.068418
6.1721,-0.12137
6.1722,-0.13462
6.1723,-0.10691
6.1724,-0.039545
6.1725,0.064577
6.1726,0.19577
6.1727,0.33456
6.1728,0.4562
6.1729,0.54017
6.173,0.57965
6.1731,0.58493
6.1732,0.57777
6.1733,0.58153
6.1734,0.61529
6.1735,0.69222
6.1736,0.81573
6.1737,0.97322
6.1738,1.1371
6.1739,1.2786
6.174,1.385
6.1741,1.4643
6.1742,1.5354
6.1743,1.6146
6.1744,1.7126
6.1745,1.841
6.1746,2.016
6.1747,2.2495
6.1748,2.5371
6.1749,2.8526
6.175,3.1552
6.1751,3.4034
6.1752,3.5699
6.1753,3.6494
6.1754,3.657
6.1755,3.6178
6.1756,3.5536
6.1757,3.4775
6.1758,3.3953
6.1759,3.3125
6.176,3.2383
6.1761,3.1802
6.1762,3.135
6.1763,3.0851
6.1764,3.0074
6.1765,2.8893
6.1766,2.7419
6.1767,2.5973
6.1768,2.4898
6.1769,2.4354
6.177,2.4221
6.1771,2.4148
6.1772,2.3702
6.1773,2.2564
6.1774,2.0708
6.1775,1.8464
6.1776,1.6413
6.1777,1.511
6.1778,1.4791
6.1779,1.527
6.178,1.6085
6.1781,1.6794
6.1782,1.7194
6.1783,1.7368
6.1784,1.7594
6.1785,1.8246
6.1786,1.9677
6.1787,2.2102
6.1788,2.5465
6.1789,2.9414
6.179,3.3416
6.1791,3.6971
6.1792,3.9805
6.1793,4.1935
6.1794,4.3591
6.1795,4.5017
6.1796,4.6319
6.1797,4.7446
6.1798,4.83
6.1799,4.885
6.18,4.9162
6.1801,4.9322
6.1802,4.9361
6.1803,4.9224
6.1804,4.8809
6.1805,4.8046
6.1806,4.6971
6.1807,4.5752
6.1808,4.4633
6.1809,4.3819
6.181,4.3372
6.1811,4.3162
6.1812,4.2911
6.1813,4.2327
6.1814,4.1242
6.1815,3.969
6.1816,3.7887
6.1817,3.6168
6.1818,3.4851
6.1819,3.4106
6.182,3.3879
6.1821,3.3914
6.1822,3.3846
6.1822,3.331
6.1823,3.206
6.1824,3.0041
6.1825,2.7388
6.1826,2.4344
6.1827,2.1139
6.1828,1.7911
6.1829,1.4716
6.183,1.1596
6.1831,0.86642
6.1832,0.61175
6.1833,0.4176
6.1834,0.29668
6.1835,0.24439
6.1836,0.23947
6.1837,0.25202
6.1838,0.25296
6.1839,0.22087
6.184,0.14497
6.1841,0.024305
6.1842,-0.13532
6.1843,-0.32462
6.1844,-0.5334
6.1845,-0.7511
6.1846,-0.96446
6.1847,-1.1557
6.1848,-1.305
6.1849,-1.3948
6.185,-1.415
6.1851,-1.3677
6.1852,-1.2709
6.1853,-1.1541
6.1854,-1.048
6.1855,-0.97292
6.1856,-0.93332
6.1857,-0.91934
6.1858,-0.91392
6.1859,-0.90258
6.186,-0.87943
6.1861,-0.84514
6.1862,-0.80055
6.1863,-0.7435
6.1864,-0.67031
6.1865,-0.57662
6.1866,-0.45571
6.1867,-0.29947
6.1868,-0.10703
6.1869,0.10492
6.187,0.30209
6.1871,0.44713
6.1872,0.5198
6.1873,0.52676
6.1874,0.49457
6.1875,0.45309
6.1876,0.42027
6.1877,0.39383
6.1878,0.352
6.1879,0.26462
6.188,0.11054
6.1881,-0.10813
6.1882,-0.3637
6.1883,-0.61246
6.1884,-0.80896
6.1885,-0.91819
6.1886,-0.92437
6.1887,-0.83725
6.1888,-0.69247
6.1889,-0.54014
6.189,-0.42289
6.1891,-0.35473
6.1892,-0.31307
6.1893,-0.24811
6.1894,-0.10429
6.1895,0.15591
6.1896,0.53568
6.1897,1.0012
6.1898,1.4916
6.1899,1.937
6.19,2.2784
6.1901,2.4833
6.1902,2.5527
6.1903,2.5155
6.1904,2.4142
6.1905,2.2898
6.1906,2.1685
6.1907,2.0556
6.1908,1.9373
6.1909,1.7907
6.191,1.5948
6.1911,1.3386
6.1912,1.0262
6.1913,0.67923
6.1914,0.33325
6.1915,0.028702
6.1916,-0.20309
6.1917,-0.34994
6.1918,-0.41951
6.1919,-0.43238
6.192,-0.41192
6.1921,-0.37457
6.1922,-0.32569
6.1923,-0.26432
6.1924,-0.19346
6.1925,-0.12809
6.1926,-0.096685
6.1927,-0.13546
6.1928,-0.27757
6.1929,-0.54161
6.193,-0.92463
6.1931,-1.4021
6.1932,-1.9314
6.1933,-2.4561
6.1934,-2.9104
6.1935,-3.2283
6.1936,-3.3558
6.1937,-3.2643
6.1938,-2.9586
6.1939,-2.4749
6.194,-1.866
6.1941,-1.1847
6.1942,-0.47145
6.1943,0.24847
6.1944,0.95956
6.1944,1.6447
6.1945,2.2718
6.1946,2.7884
6.1947,3.131
6.1948,3.2451
6.1949,3.1032
6.195,2.713
6.1951,2.1162
6.1952,1.3822
6.1953,0.59839
6.1954,-0.14259
6.1955,-0.75877
6.1956,-1.1938
6.1957,-1.4259
6.1958,-1.4675
6.1959,-1.3545
6.196,-1.1288
6.1961,-0.82329
6.1962,-0.45888
6.1963,-0.054251
6.1964,0.36148
6.1965,0.7443
6.1966,1.0441
6.1967,1.222
6.1968,1.2638
6.1969,1.1827
6.197,1.0099
6.1971,0.78342
6.1972,0.54072
6.1973,0.31772
6.1974,0.14824
6.1975,0.058262
6.1976,0.054402
6.1977,0.11698
6.1978,0.20799
6.1979,0.29063
6.198,0.34491
6.1981,0.36774
6.1982,0.36063
6.1983,0.3171
6.1984,0.2201
6.1985,0.049802
6.1986,-0.20506
6.1987,-0.54048
6.1988,-0.93892
6.1989,-1.378
6.199,-1.8391
6.1991,-2.3089
6.1992,-2.774
6.1993,-3.2142
6.1994,-3.6016
6.1995,-3.906
6.1996,-4.1016
6.1997,-4.1715
6.1998,-4.1108
6.1999,-3.9255
6.2,-3.6296
6.2001,-3.2433
6.2002,-2.7911
6.2003,-2.2988
6.2004,-1.7885
6.2005,-1.2766
6.2006,-0.77635
6.2007,-0.29803
6.2008,0.15311
6.2009,0.57835
6.201,0.97912
6.2011,1.345
6.2012,1.6456
6.2013,1.836
6.2014,1.8736
6.2015,1.7403
6.2016,1.4523
6.2017,1.057
6.2018,0.61648
6.2019,0.19
6.202,-0.18027
6.2021,-0.47422
6.2022,-0.689
6.2023,-0.82993
6.2024,-0.90569
6.2025,-0.9284
6.2026,-0.9128
6.2027,-0.87213
6.2028,-0.81441
6.2029,-0.74276
6.203,-0.65798
6.2031,-0.55933
6.2032,-0.44526
6.2033,-0.3167
6.2034,-0.17964
6.2035,-0.041803
6.2036,0.094081
6.2037,0.23446
6.2038,0.39374
6.2039,0.58822
6.204,0.82805
6.2041,1.1113
6.2042,1.4232
6.2043,1.7396
6.2044,2.0328
6.2045,2.2764
6.2046,2.4469
6.2047,2.5255
6.2048,2.5014
6.2049,2.3781
6.205,2.1768
6.2051,1.9296
6.2052,1.6667
6.2053,1.4075
6.2054,1.1631
6.2055,0.94353
6.2056,0.75936
6.2057,0.61673
6.2058,0.51088
6.2059,0.42678
6.206,0.34869
6.2061,0.27137
6.2062,0.2024
6.2063,0.15243
6.2064,0.1238
6.2065,0.11033
6.2066,0.10806
6.2066,0.12441
6.2067,0.17603
6.2068,0.27605
6.2069,0.42163
6.207,0.59261
6.2071,0.76207
6.2072,0.90781
6.2073,1.0149
6.2074,1.07
6.2075,1.0563
6.2076,0.95637
6.2077,0.76104
6.2078,0.47751
6.2079,0.12988
6.208,-0.25125
6.2081,-0.6411
6.2082,-1.0234
6.2083,-1.3843
6.2084,-1.7068
6.2085,-1.9732
6.2086,-2.1705
6.2087,-2.295
6.2088,-2.3525
6.2089,-2.3546
6.209,-2.3142
6.2091,-2.242
6.2092,-2.1453
6.2093,-2.0285
6.2094,-1.8916
6.2095,-1.7262
6.2096,-1.516
6.2097,-1.2443
6.2098,-0.90692
6.2099,-0.52126
6.21,-0.12184
6.2101,0.25394
6.2102,0.57789
6.2103,0.83419
6.2104,1.0164
6.2105,1.1241
6.2106,1.1613
6.2107,1.1366
6.2108,1.0618
6.2109,0.95052
6.211,0.816
6.2111,0.67146
6.2112,0.53433
6.2113,0.43079
6.2114,0.394
6.2115,0.45333
6.2116,0.62104
6.2117,0.88606
6.2118,1.2175
6.2119,1.5746
6.212,1.9187
6.2121,2.2198
6.2122,2.4596
6.2123,2.6288
6.2124,2.7237
6.2125,2.7424
6.2126,2.6835
6.2127,2.548
6.2128,2.3418
6.2129,2.0768
6.213,1.7721
6.2131,1.4531
6.2132,1.1442
6.2133,0.85842
6.2134,0.59053
6.2135,0.32343
6.2136,0.041516
6.2137,-0.25977
6.2138,-0.57593
6.2139,-0.90166
6.214,-1.2338
6.2141,-1.5651
6.2142,-1.8782
6.2143,-2.1496
6.2144,-2.3634
6.2145,-2.5195
6.2146,-2.6318
6.2147,-2.7156
6.2148,-2.78
6.2149,-2.8292
6.215,-2.8721
6.2151,-2.9247
6.2152,-3.0023
6.2153,-3.1081
6.2154,-3.2293
6.2155,-3.3459
6.2156,-3.4473
6.2157,-3.5419
6.2158,-3.6517
6.2159,-3.795
6.216,-3.9711
6.2161,-4.1557
6.2162,-4.3083
6.2163,-4.3857
6.2164,-4.356
6.2165,-4.2089
6.2166,-3.9597
6.2167,-3.6426
6.2168,-3.2967
6.2169,-2.9528
6.217,-2.628
6.2171,-2.3291
6.2172,-2.0561
6.2173,-1.8044
6.2174,-1.5676
6.2175,-1.3438
6.2176,-1.1399
6.2177,-0.96974
6.2178,-0.84814
6.2179,-0.78115
6.218,-0.75833
6.2181,-0.75317
6.2182,-0.73358
6.2183,-0.67462
6.2184,-0.5651
6.2185,-0.40828
6.2186,-0.22108
6.2187,-0.031237
6.2188,0.12892
6.2188,0.22954
6.2189,0.24833
6.219,0.1735
6.2191,0.0067149
6.2192,-0.23448
6.2193,-0.51918
6.2194,-0.81366
6.2195,-1.0946
6.2196,-1.3563
6.2197,-1.6083
6.2198,-1.8661
6.2199,-2.1402
6.22,-2.4269
6.2201,-2.7055
6.2202,-2.9414
6.2203,-3.098
6.2204,-3.154
6.2205,-3.1171
6.2206,-3.0241
6.2207,-2.9255
6.2208,-2.8644
6.2209,-2.8627
6.221,-2.9175
6.2211,-3.0069
6.2212,-3.096
6.2213,-3.1429
6.2214,-3.107
6.2215,-2.9597
6.2216,-2.6952
6.2217,-2.3321
6.2218,-1.9052
6.2219,-1.4516
6.222,-1.0014
6.2221,-0.57291
6.2222,-0.17483
6.2223,0.18963
6.2224,0.51617
6.2225,0.79593
6.2226,1.0192
6.2227,1.1844
6.2228,1.3026
6.2229,1.3936
6.223,1.4731
6.2231,1.5438
6.2232,1.5933
6.2233,1.6022
6.2234,1.5523
6.2235,1.4333
6.2236,1.2443
6.2237,0.99446
6.2238,0.70229
6.2239,0.3933
6.224,0.09258
6.2241,-0.18545
6.2242,-0.44158
6.2243,-0.68543
6.2244,-0.92346
6.2245,-1.1516
6.2246,-1.3578
6.2247,-1.5315
6.2248,-1.6693
6.2249,-1.7721
6.225,-1.8361
6.2251,-1.8475
6.2252,-1.7895
6.2253,-1.6563
6.2254,-1.463
6.2255,-1.2419
6.2256,-1.0267
6.2257,-0.83715
6.2258,-0.67482
6.2259,-0.52882
6.226,-0.38573
6.2261,-0.23694
6.2262,-0.078065
6.2263,0.099133
6.2264,0.31367
6.2265,0.59036
6.2266,0.9429
6.2267,1.358
6.2268,1.795
6.2269,2.2025
6.227,2.5374
6.2271,2.7744
6.2272,2.9048
6.2273,2.9316
6.2274,2.8658
6.2275,2.7255
6.2276,2.5314
6.2277,2.3008
6.2278,2.0425
6.2279,1.7594
6.228,1.4551
6.2281,1.1394
6.2282,0.82657
6.2283,0.52747
6.2284,0.24297
6.2285,-0.036909
6.2286,-0.32617
6.2287,-0.63224
6.2288,-0.94927
6.2289,-1.2607
6.229,-1.5489
6.2291,-1.8033
6.2292,-2.0231
6.2293,-2.2126
6.2294,-2.373
6.2295,-2.4953
6.2296,-2.5646
6.2297,-2.5731
6.2298,-2.5312
6.2299,-2.4649
6.23,-2.3995
6.2301,-2.3446
6.2302,-2.2909
6.2303,-2.2213
6.2304,-2.1246
6.2305,-2.0017
6.2306,-1.8612
6.2307,-1.7152
6.2308,-1.5798
6.2309,-1.4759
6.231,-1.4221
6.231,-1.4193
6.2311,-1.4411
6.2312,-1.4401
6.2313,-1.3689
6.2314,-1.202
6.2315,-0.94691
6.2316,-0.64053
6.2317,-0.33495
6.2318,-0.080502
6.2319,0.089758
6.232,0.16955
6.2321,0.17835
6.2322,0.14898
6.2323,0.11029
6.2324,0.076104
6.2325,0.047349
6.2326,0.022639
6.2327,0.006234
6.2328,0.0063893
6.2329,0.027332
6.233,0.063693
6.2331,0.10199
6.2332,0.12563
6.2333,0.11737
6.2334,0.057924
6.2335,-0.074518
6.2336,-0.29926
6.2337,-0.62354
6.2338,-1.0341
6.2339,-1.4961
6.234,-1.9627
6.2341,-2.389
6.2342,-2.7442
6.2343,-3.0132
6.2344,-3.1908
6.2345,-3.2757
6.2346,-3.2693
6.2347,-3.1786
6.2348,-3.0201
6.2349,-2.8226
6.235,-2.6298
6.2351,-2.496
6.2352,-2.4729
6.2353,-2.5916
6.2354,-2.8468
6.2355,-3.1949
6.2356,-3.5708
6.2357,-3.9124
6.2358,-4.1803
6.2359,-4.3587
6.236,-4.4445
6.2361,-4.4392
6.2362,-4.3513
6.2363,-4.2022
6.2364,-4.0247
6.2365,-3.853
6.2366,-3.7132
6.2367,-3.6195
6.2368,-3.5745
6.2369,-3.568
6.237,-3.576
6.2371,-3.5647
6.2372,-3.5009
6.2373,-3.3647
6.2374,-3.1581
6.2375,-2.9046
6.2376,-2.6407
6.2377,-2.4025
6.2378,-2.2138
6.2379,-2.0791
6.238,-1.989
6.2381,-1.9308
6.2382,-1.8938
6.2383,-1.8671
6.2384,-1.8388
6.2385,-1.8059
6.2386,-1.785
6.2387,-1.8083
6.2388,-1.9045
6.2389,-2.0796
6.239,-2.3116
6.2391,-2.5582
6.2392,-2.7703
6.2393,-2.9071
6.2394,-2.9466
6.2395,-2.89
6.2396,-2.758
6.2397,-2.5845
6.2398,-2.4106
6.2399,-2.2776
6.24,-2.2182
6.2401,-2.2483
6.2402,-2.3619
6.2403,-2.532
6.2404,-2.7174
6.2405,-2.8717
6.2406,-2.9512
6.2407,-2.9199
6.2408,-2.7552
6.2409,-2.4546
6.241,-2.0379
6.2411,-1.5426
6.2412,-1.0147
6.2413,-0.49718
6.2414,-0.020894
6.2415,0.40186
6.2416,0.77784
6.2417,1.1262
6.2418,1.4692
6.2419,1.8258
6.242,2.206
6.2421,2.6058
6.2422,3.0037
6.2423,3.3649
6.2424,3.6519
6.2425,3.8382
6.2426,3.9172
6.2427,3.9034
6.2428,3.8251
6.2429,3.7107
6.243,3.5749
6.2431,3.4155
6.2431,3.2231
6.2432,2.9967
6.2433,2.7499
6.2434,2.5058
6.2435,2.2857
6.2436,2.1028
6.2437,1.9663
6.2438,1.8867
6.2439,1.8734
6.244,1.9274
6.2441,2.0335
6.2442,2.1599
6.2443,2.2637
6.2444,2.3035
6.2445,2.2559
6.2446,2.1308
6.2447,1.9733
6.2448,1.8468
6.2449,1.8052
6.245,1.8703
6.2451,2.0255
6.2452,2.2256
6.2453,2.4172
6.2454,2.5579
6.2455,2.6273
6.2456,2.6284
6.2457,2.5809
6.2458,2.5082
6.2459,2.421
6.246,2.3093
6.2461,2.1468
6.2462,1.9019
6.2463,1.5516
6.2464,1.091
6.2465,0.53845
6.2466,-0.06814
6.2467,-0.68064
6.2468,-1.2502
6.2469,-1.7358
6.247,-2.1108
6.2471,-2.3672
6.2472,-2.5117
6.2473,-2.5578
6.2474,-2.517
6.2475,-2.3957
6.2476,-2.1986
6.2477,-1.9372
6.2478,-1.633
6.2479,-1.3136
6.248,-1.0039
6.2481,-0.72097
6.2482,-0.47527
6.2483,-0.275
6.2484,-0.12697
6.2485,-0.03054
6.2486,0.028946
6.2487,0.078247
6.2488,0.14518
6.2489,0.24735
6.249,0.38817
6.2491,0.56054
6.2492,0.75369
6.2493,0.95916
6.2494,1.1733
6.2495,1.3956
6.2496,1.6248
6.2497,1.8551
6.2498,2.074
6.2499,2.266
6.25,2.4191
6.2501,2.5319
6.2502,2.6167
6.2503,2.695
6.2504,2.7899
6.2505,2.9186
6.2506,3.0874
6.2507,3.2869
6.2508,3.4882
6.2509,3.6489
6.251,3.7289
6.2511,3.7077
6.2512,3.589
6.2513,3.3906
6.2514,3.1322
6.2515,2.831
6.2516,2.5059
6.2517,2.1837
6.2518,1.8966
6.2519,1.67
6.252,1.5116
6.2521,1.4098
6.2522,1.3415
6.2523,1.2816
6.2524,1.2086
6.2525,1.1065
6.2526,0.96494
6.2527,0.78075
6.2528,0.56023
6.2529,0.31947
6.253,0.080019
6.2531,-0.13722
6.2532,-0.31686
6.2533,-0.45107
6.2534,-0.53793
6.2535,-0.57844
6.2536,-0.57646
6.2537,-0.54082
6.2538,-0.48527
6.2539,-0.42567
6.254,-0.37677
6.2541,-0.34931
6.2542,-0.34533
6.2543,-0.35405
6.2544,-0.35432
6.2545,-0.32574
6.2546,-0.26064
6.2547,-0.16701
6.2548,-0.060448
6.2549,0.048523
6.255,0.16368
6.2551,0.30348
6.2552,0.49104
6.2553,0.73776
6.2553,1.0309
6.2554,1.3358
6.2555,1.611
6.2556,1.8217
6.2557,1.9424
6.2558,1.9549
6.2559,1.8506
6.256,1.6381
6.2561,1.3456
6.2562,1.0144
6.2563,0.68562
6.2564,0.38823
6.2565,0.13324
6.2566,-0.082725
6.2567,-0.26921
6.2568,-0.43343
6.2569,-0.57675
6.257,-0.69957
6.2571,-0.8114
